iteration,day,paw_0,paw_1,paw_2,paw_3,paw_4,paw_5,paw_6
1,1,0.22423018171274228,0.24760639446634972,0.2084376076730049,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
2,2,0.19670899915961515,0.2452823488048849,0.2084376076730049,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
3,3,0.18554083233557306,0.2427028784813424,0.2084376076730049,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
4,4,0.17761478629320948,0.24006077860711347,0.2084376076730049,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
5,5,0.17132901701156455,0.23743068070743215,0.2084376076730049,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
6,6,0.16605482688261142,0.23487668197369796,0.20842262094149083,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
7,7,0.16147218051962592,0.23248245972358636,0.20835800247652936,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
8,8,0.15739751094448584,0.23023765942228305,0.20824980273537097,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
9,9,0.15371349724688665,0.22813047930831984,0.20810329517521736,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
10,10,0.1503403533885473,0.22614910801945362,0.20792306964368973,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
11,11,0.14722123833181938,0.22428235309009517,0.20771312394035074,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
12,12,0.14431415728613545,0.2225198907165832,0.20747694659172272,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
13,13,0.1415871577855493,0.2208523335189829,0.20721758903121873,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
14,14,0.1390153283140806,0.21927121122735452,0.2069377274577664,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
15,15,0.1365788428563201,0.21776891171347265,0.20663971541597825,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
16,16,0.13426164193831053,0.21633860647468037,0.206325628342373,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
17,17,0.13205051657329492,0.2149741728109342,0.20599730128573845,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
18,18,0.1299344558749076,0.2136701187461004,0.20565636088330125,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
19,19,0.12790417220662226,0.21242151347110946,0.20530425252412793,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
20,20,0.12595174886702887,0.2112239243530928,0.2049422634856044,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
21,21,0.2223162545716409,0.21347749256350637,0.20461967863350045,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
22,22,0.21104725910210576,0.2147876284477153,0.20432286355459084,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
23,23,0.20201633083308096,0.2154732673263476,0.20404225479372168,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
24,24,0.1944552452165763,0.21572507156169882,0.20377101322827634,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
25,25,0.18794538778816022,0.21566713015911113,0.20350422353836345,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
26,26,0.23644020419710637,0.22257533978854546,0.20335474005351944,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
27,27,0.218572628641156,0.22355723105471295,0.20322528706988596,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
28,28,0.2073964930818632,0.22374400733116748,0.20310166560790383,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
29,29,0.1986385860517289,0.2234506701774935,0.20297531832575844,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
30,30,0.24293109679123492,0.2284637511432496,0.2029432935179633,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
31,1,0.21422665704300387,0.22858100477011348,0.20291414432070481,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
32,2,0.20356615527960092,0.2280702184355364,0.20287581722829645,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
33,3,0.19522963343599642,0.2272042314339243,0.20282190733278033,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
34,4,0.18832665282412064,0.22612919672736623,0.20274911487167874,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
35,5,0.1824101470134603,0.22493163958732956,0.20265597011514924,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
36,6,0.17721788032675168,0.22366567017202096,0.20254211281105755,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
37,7,0.1725811404052242,0.2223662472601934,0.20240785909990788,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
38,8,0.16838443281505155,0.22105638628007526,0.20225393175687,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
39,9,0.16454505062267977,0.21975136951095978,0.20208128854201823,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
40,10,0.16100168664747772,0.21846133462285813,0.20189101168529433,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
41,11,0.15770762911560332,0.2171929281532656,0.2016842364506945,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
42,12,0.1546264737571882,0.21595039325624585,0.2014621051394314,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
43,13,0.1517293053682659,0.2147363021034445,0.20122573786708675,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
44,14,0.1489927806056227,0.2135520582833952,0.20097621449594488,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
45,15,0.2913655603488887,0.2661965014009975,0.20613125991781805,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
46,16,0.26144881122756836,0.2734878174305879,0.210592076088575,0.200943309880164,0.19177749868235627,0.17712874120501337,0.17234921103917217
47,17,0.24093644205335096,0.2650075297542719,0.21261385797386306,0.20200228281302007,0.192230922072394,0.17730548767507898,0.17241445081610812
48,18,0.3134434043437394,0.2742212582891407,0.2152399108565894,0.2035313797308373,0.19300704752076558,0.17766204783863637,0.17256708670903054
49,19,0.27541184587914136,0.2778614943618647,0.2176241832854064,0.2053170293019545,0.19408603020596094,0.17823533475868503,0.1728459179100908
50,20,0.24842790621250976,0.2722526426573434,0.21864540468095373,0.20687335042040061,0.19530821442113144,0.17900329086727035,0.17327148658340857
51,21,0.2451684297487784,0.26846970778690327,0.2187613361293631,0.2079975546378358,0.19650100463698128,0.17989869720803509,0.1738380065569604
52,22,0.292730680893586,0.317315125367025,0.2452349881060797,0.21672659318305543,0.19995466935164224,0.1815615810609686,0.1747334356943268
53,23,0.25770441463072413,0.3002392154597119,0.2414358796004238,0.22169718761301238,0.20386341298089183,0.18389822284679702,0.1760612286262317
54,24,0.2460300893697962,0.281489727811183,0.2369835331061967,0.22384089976571409,0.20724264716717716,0.18654764235276244,0.17778550953035482
55,25,0.2370641388575957,0.2693986205215324,0.23189819435714232,0.22381589664788892,0.20960061016222925,0.18910962490545385,0.1797611009290485
56,26,0.22957885686023294,0.2612948057618564,0.2270688909673908,0.22234960344848587,0.2108112962989449,0.19126621853335246,0.18179099299650364
57,27,0.2230919717182922,0.2557258088520513,0.2228374780447988,0.22005377433212614,0.2109700278597379,0.19282345354111952,0.18367908794605226
58,28,0.2170389148711106,0.25181327106892526,0.21929074432345486,0.21738267383427123,0.21027980980293653,0.19370645262951597,0.18526565413725532
59,29,0.2608021904903922,0.26113935477230765,0.21795380064202124,0.2151118203813427,0.20911540112729698,0.19397522938870165,0.18645688349885314
60,30,0.2471415914252656,0.26098169641253144,0.21699610800890778,0.2132349151743586,0.2077372434922541,0.19374992582961875,0.1872231529842468
61,31,0.28760354889662143,0.27129097013164494,0.21788477338023793,0.21218768114086883,0.20645836293767716,0.19320854917188768,0.1875971286267029
62,1,0.3172904246492654,0.2825001762892899,0.22017436476831764,0.2121414947338499,0.20554929062736765,0.192556863818383,0.1876634059703709
63,2,0.3136922931418977,0.3171409916544593,0.2511347721291832,0.22139728645719625,0.20768967752715484,0.19274280014086587,0.18776558100768337
64,3,0.26654415132914766,0.31192353210187007,0.24556572841659619,0.2262056275497627,0.21063045068477587,0.1937551875138902,0.18814081974570934
65,4,0.24522721818091742,0.28885665394077675,0.24129166785716216,0.22828924814672902,0.2133140780742004,0.19526894689183466,0.18885761467571094
66,5,0.30651222021898616,0.2991632450317142,0.23867555542618146,0.2289629488353112,0.21539472745337224,0.19695277327014726,0.1898645190402058
67,6,0.3110236407296202,0.3169829635507436,0.2447269206422783,0.23124994888214778,0.21753728203284345,0.19877421810880747,0.19111578554695025
68,7,0.30490935414405196,0.3166704671475854,0.26669224569665795,0.23640268461700142,0.22058289095892947,0.20096291217369544,0.19264828032113768
69,8,0.2993082398455258,0.3166955667989074,0.2771604305085087,0.25278741502369395,0.23507907867330036,0.20550701794025616,0.1950842583930371
70,9,0.2981189920240377,0.3166965449066883,0.27713185213568625,0.25278741502369395,0.24735411200748603,0.2119576955218309,0.1987246463178392
71,10,0.3032105755643689,0.31566027330611046,0.2667567158596188,0.25278741502369395,0.24735411200748603,0.21593018762546967,0.20246466549629227
72,11,0.2677956250892408,0.3075260685729634,0.25638104658293615,0.25278741502369395,0.24735411200748603,0.21869134691163544,0.20591102670705913
73,12,0.24445074226637242,0.28593718546206515,0.24821893319596344,0.25278741502369395,0.24735411200748603,0.21820585520153363,0.20817783204156548
74,13,0.2512358301332067,0.27630413823448186,0.24063285817383762,0.2509169076262351,0.24637009106318708,0.2175770780597429,0.20957596263318262
75,14,0.22820471280302856,0.2639849073369199,0.23338998764652963,0.2460857570654601,0.24538607011888813,0.21713693406048945,0.21042261084753855
76,15,0.3085735343282955,0.3167481045397106,0.2515881069541892,0.24891394498992647,0.24440204917458908,0.21682883326101204,0.21092283435774445
77,16,0.2703702777979107,0.3091334964296537,0.24535952051977172,0.2492148634842214,0.24341802823029013,0.21661316270137781,0.21120828964699834
78,17,0.24423286619790674,0.28621558298556005,0.24001503889322184,0.2474122800242884,0.24243400728599107,0.2164621933096339,0.21136281753195285
79,18,0.23279825235195395,0.2709071892925843,0.23400217991816707,0.24284179869312728,0.24144998634169212,0.21635651473541312,0.21143928347915486
80,19,0.22566381416805437,0.2603095915937038,0.22775137237879373,0.23615709176425603,0.24008745558640276,0.21628253973345862,0.21147061714160986
81,20,0.21722217672779703,0.2533585573210866,0.22237631201233488,0.22983130300326304,0.23601387250497352,0.2162307572320904,0.21147701595491797
82,21,0.20974980602730825,0.2482736304121391,0.2176808647591315,0.22405553061402417,0.2298123580885274,0.21595132969887287,0.21139766686426836
83,22,0.2838813161677305,0.25821543740776554,0.21603342032280237,0.21934417589710198,0.22405789158193845,0.2140293904736439,0.21076554073324488
84,23,0.2708151363339323,0.2618156878533171,0.21454237017595895,0.21593287851202603,0.21900637581180338,0.21116857828494318,0.20946480878491824
85,24,0.24998158389261171,0.25798151338273634,0.21299624309008502,0.21304538230424536,0.21460406591037456,0.20784531678242396,0.20755731797033383
86,25,0.30962592359854624,0.2703546579399412,0.21375514478289664,0.2112563158572146,0.2109857290452652,0.20443353267112774,0.20519853916673592
87,26,0.28118683931538824,0.2728802548626966,0.2145498022706986,0.21028001061221552,0.20816000166618887,0.20119756557949742,0.20257660387672832
88,27,0.31260327721912595,0.3151200097060165,0.24214576054801618,0.21785820491311536,0.20846888862649882,0.19902505470344917,0.20008949591090847
89,28,0.2847029251796932,0.3103409642905638,0.2370426450024289,0.22171445198033668,0.20986638360044613,0.1979235455823996,0.19801806759851975
90,29,0.32076336770166647,0.31641271994086173,0.27640558135822024,0.2313509295570112,0.21371536016231646,0.198307182166226,0.19668315875499554
91,30,0.2885525865482004,0.3126156731461629,0.26377061678660896,0.23620932820969553,0.21792875159128194,0.1998397452035941,0.1962084914757391
92,1,0.297287256529001,0.31000689955428606,0.2526046947687869,0.23989746803449608,0.2210481986617061,0.20184837345087914,0.19647881285444496
93,2,0.31122027520410656,0.3154398460835346,0.2704160847146009,0.2445072623447282,0.22323181161100292,0.2039094971087676,0.1972863749169057
94,3,0.3148488348602777,0.3157237275291628,0.27580439226910336,0.2525093038025985,0.24735411200748603,0.21444258952772283,0.2010115960863148
95,4,0.2958657871157132,0.31313096665715856,0.2636678150203078,0.252338747807505,0.24735411200748603,0.21747493557482717,0.20452895471903243
96,5,0.3192282927793225,0.31647201920527623,0.2764573236853538,0.2525944361046458,0.24735411200748603,0.24584285923205218,0.21043277359725965
97,6,0.3046020093589902,0.3146666530891421,0.27488202852614474,0.25209588526079363,0.24735411200748603,0.251179986464627,0.21546376412724344
98,7,0.270814979385427,0.3052176187453072,0.26254194445939016,0.25208052488671673,0.24735411200748603,0.24888224563374806,0.21808714018300734
99,8,0.2504176353768195,0.2849233862915108,0.2507768436733262,0.2520565842214677,0.24735411200748603,0.24488959712303748,0.2199235034220421
